id;interactive;language;city;address;gps_lat;gps_lng;title;text;question;options;correct_index;reality;explanation;routes;persons;tags
SD-0066-CN;False;cn;moscow;阿尔巴特街53号;55.74524;37.59290;鲁迅的莫斯科梦;传说鲁迅曾计划踏足阿尔巴特街，探访苏联的文化新生。他虽未至，却在文章中流露出对革命精神的敬意。这街巷似藏着他的遥远目光。走过此处——你会否听见他的笔锋?;;;;legend;鲁迅对苏联的向往影响了中国文人。;RT-0107;鲁迅;"文化;中国"
SD-0067-CN;False;cn;spb;涅瓦大街28号;59.93106;30.34688;涅瓦商场—奢华缩影;涅瓦大街28号的“商场通道”是19世纪俄罗斯奢华生活的窗口。购物、音乐与咖啡在此交融，宛如一幅城市画卷。这里的石墙保留了旧时光的芬芳。步入其中——仿佛置身当年的盛景。;;;;fact;商场于1848年开业，开创购物新风尚。;RT-0008;;"建筑;生活方式"
SD-0068-CN;False;cn;spb;滴血救世主教堂;59.93901;30.32853;滴血教堂—历史的色彩;滴血救世主教堂为纪念亚历山大二世遇刺而建，色彩斑斓如画卷。它屹立于圣彼得堡，诉说悲壮往事。这座殿堂如宝石，熠熠生辉。凝视它——你会听见时光的低诉。;;;;fact;教堂于1883年开始修建，象征 царская эпоха。;RT-0003;亚历山大二世;"建筑;宗教"
SD-0069-CN;False;cn;moscow;普希金广场;55.76589;37.60530;普希金广场—文人足迹;普希金广场曾迎来中国文人，他们在此致敬俄罗斯诗圣普希金。鲁迅、茅盾等人引用其作，留下文化交汇的痕迹。这片土地似有诗意的回响。驻足此地——你会感受到东西方的共鸣。;;;;fact;中国作家在20世纪初受普希金深远影响。;RT-0108;茅盾;"文学;交流"
SD-0070-CN;False;cn;spb;涅瓦河畔;59.93855;30.31214;达赖之梦—涅瓦河畔;据传，第十四世达赖喇嘛曾遥望圣彼得堡，倾心于其文化之韵。虽未踏足，这片河畔却因他的向往蒙上一层神秘光晕。涅瓦河水似藏着未尽的哲思。伫立此处——你会否听见远方的低语?;;;;legend;虽未成行，其意向引发世界目光。;RT-0010;十四世达赖喇嘛;"西藏;哲学"
SD-0071-CN;False;cn;moscow;莫斯科大学主楼;55.70329;37.53087;莫大—留学生的摇篮;莫斯科大学主楼曾哺育无数中国革命者与学者，宛如中苏友谊的桥梁。它高耸入云，承载知识与理想。这座殿堂见证了历史的交汇。凝视其巅——仿佛触及当年的激情。;;;;fact;20世纪50年代，莫大成为中苏交流重镇。;RT-0109;邓小平;"教育;历史"
QZ-012-CN;True;cn;spb;彼得保罗要塞;59.95049;30.31676;要塞之父;彼得保罗要塞是圣彼得堡的起点，其墙见证了城市的诞生。;谁为这座要塞挥毫，奠下第一块基石?;"卡洛·罗西，典雅之手;多梅尼科·特雷齐尼，坚石之魂;拉斯特雷利，华丽之影;瓦朗-德拉莫，细腻之迹";1;fact;特雷齐尼于1703年设计，将意式风韵融入俄式防御。;RT-0002;多梅尼科·特雷齐尼;"建筑;历史"
QZ-013-CN;True;cn;moscow;红场;55.75393;37.62079;红场之星;红场如莫斯科的心脏，藏着一座不朽的象征。;以下哪座教堂屹立于此，诉说俄国荣光?;"基督救世主大教堂，白玉之巅;圣瓦西里升天教堂，彩虹之冠;大天使教堂，克宫低语;圣伊利亚教堂，静默之客";1;fact;圣瓦西里教堂，1561年竣工，举世闻名。;RT-0100;;"建筑;宗教"
SD-0101-RU;False;ru;moscow;Арбат, 12;55.75141;37.61303;Тайна арбатских двориков;Арбатский дворик на номере 12 — словно театр теней, где разыгрывались свои пьесы. Здесь шептались стихи, зрели заговоры, звенел детский смех. Камни хранят эхо минувших дней, тихое и вечное. Загляни сюда — и вдохни их скрытую жизнь.;;;;fact;Каждый дворик Арбата — живая страница Москвы.;RT-0100;;"история;город"
SD-0102-RU;False;ru;moscow;Парк Сокольники;55.75324;37.61728;Сокольники — от стрел до свинга;В Сокольниках когда-то звенели стрелы княжеских охот, а в XX веке зазвучали джаз и свинг, отражая дыхание эпох. Парк, как зеркало времени, впитал перемены города. Пройдись меж деревьев — и услышишь мелодию его прошлого.;;;;fact;Сокольники стали сценой культурной эволюции Москвы.;RT-0100;;"история;город"
SD-0103-RU;False;ru;moscow;Арбат, 2;55.75202;37.61406;«Прага» — вкус элиты;В ресторане «Прага» на Арбате, 2, советская элита вкушала изыск под аккорды музыки, а чешское пиво лилось рекой. Здесь рождалась гастрономическая летопись Москвы, утончённая и пышная. Встань у входа — и вдохни аромат тех роскошных дней.;;;;fact;«Прага» стала символом советского шика.;RT-0100;;"история;город"
SD-0104-RU;False;ru;spb;Казанская площадь;59.93597;30.35760;Голуби Казанского — хранители желаний;На Казанской площади шепчут: покорми голубя у собора — и желание сбудется. Эти птицы — стражи тишины, что царит под колоннами. Петербуржцы знают их секрет веками. Остановись тут — и проверь старую примету.;;;;fact;Голуби стали частью соборного духа города.;RT-0100;;"история;город"
SD-0105-RU;False;ru;spb;Университетская наб., 17;59.92800;30.36369;Сфинксы — стражи веков;На Университетской набережной, 17, стоят египетские сфинксы, привезённые по воле императора. Их взгляды, древние и непреклонные, пронзают Неву и время. Каменные гости хранят молчаливую мудрость. Вглядись в них — и ощути дыхание тысячелетий.;;;;fact;Сфинксы датируются XIV веком до н.э.;RT-0100;;"история;город"
SD-0106-RU;False;ru;spb;наб. реки Мойки;59.93182;30.36424;Львы Мойки — вечные дозорные;Каменные львы вдоль набережной Мойки стоят как стражи Петербурга, недвижимые и гордые. Эпохи сменяют друг друга, а они всё смотрят на воду, храня её тайны. Их молчание — часть души города. Пройдись рядом — и почувствуй их немую силу.;;;;fact;Львы — символ стойкости и величия города.;RT-0100;;"история;город"
SD-0107-RU;False;ru;moscow;метро Маяковская;55.75888;37.61417;Маяковская — эхо будущего;Станция «Маяковская» — жемчужина конструктивизма, памятник советской мечте о прогрессе. В войну здесь укрывались от бомб, а эхо концертов заглушало гул сирен. Её мозаики и сталь хранят дыхание эпохи. Спускаясь сюда — вдохни величие минувших дней.;;;;fact;Открыта в 1938 году как символ нового мира.;RT-0100;;"история;город"
SD-0108-RU;False;ru;moscow;Чаплыгина, 5;55.75890;37.62176;Мозаика Чаплыгина — двор чудес;Во дворе на Чаплыгина, 5, скрыта галерея под небом — мозаики превращают серый бетон в полотно искусства. Это неожиданный дар городу, тихий и гордый. Камни тут шепчут о красоте среди обыденности. Загляни сюда — и найди свет в тени домов.;;;;fact;Мозаики — творение местных мастеров XX века.;RT-0100;;"искусство;урбанистика"
QZ-0101-RU;True;ru;moscow;Арбат;55.75410;37.61804;Древняя тропа Москвы;Старейшая улица Москвы хранит следы веков.;Какая улица гордо носит титул одной из древнейших в столице?;"Тверская путь царей;Арбат эхо прошлого;Ленинградский проспект голос машин;Пречистенка тень дворян";1;fact;Арбат известен с XV века как живая нить истории.;RT-0100;;"культура;викторина"
QZ-0102-RU;True;ru;spb;Казанская площадь, 2;59.93524;30.35633;Дар голубей;Легенда у Казанского собора гласит, что голуби несут тайную силу.;Что сулит, по преданию, кормление голубя у собора?;"Желание-шепот мечты;Счастье-свет души;Любов-тепло сердца;Удача-дар судьбы";0;legend;Говорят, желания сбываются — или это игра случая?;RT-0100;;"легенда;поверье"
SD-0101-EN;False;en;moscow;Arbat 12;55.75616;37.61290;Arbat Courtyards — Hidden Tales;Behind the gates of Arbat 12, every courtyard’s a stage — poets spun verses, whispers hatched plots, kids chased dreams. These nooks hold Soviet life’s quiet pulse. Slip inside — catch the echo of those untold stories.;;;;fact;Each yard’s a snapshot of Moscow’s soul.;RT-0100;;"history;urban"
SD-0102-EN;False;en;moscow;Gorky Park;55.75270;37.61900;Gorky Park — Time’s Mirror;Gorky Park’s seen it all — Stalin’s grand marches, then kids shredding on skateboards. Born in ’28, it’s morphed with Moscow’s moods, cool and calm. Stroll its lanes — feel the city’s heartbeat shift.;;;;fact;A Soviet relic turned modern hangout.;RT-0100;;"culture;leisure"
SD-0103-EN;False;en;spb;Winter Palace;59.94021;30.31266;Hermitage Cats — Silent Guardians;In the Winter Palace, cats have prowled since Empress Elizabeth’s days, keeping treasures safe from nibbling foes. They’re the unsung heroes of this grand pile. Peek around — their purrs weave through history.;;;;fact;Cats have guarded the Hermitage for over 250 years.;RT-0100;;"mystery;history"
SD-0104-EN;False;en;moscow;Pushkin Street;55.76603;37.60802;Pushkin St. — Walls That Speak;Pushkin Street’s murals pop with color — poetry meets protest in Moscow’s old heart. These walls don’t just stand; they shout. Wander by — catch the art that’s got something to say.;;;fact;Street art here blends Pushkin’s legacy with grit.;RT-0100;;"art;activism"
SD-0105-EN;False;en;spb;Senate Square;59.93477;30.30620;Bronze Horseman’s Night Ride;Whispers say Peter the Great gallops free at night, his bronze steed thundering by the Neva. The Horseman’s shadow looms large over Senate Square. Stand here after dark — hear the echo of those hooves.;;;;legend;A tale spun since the statue rose in 1782.;RT-0100;;"mystic;city"
SD-0106-EN;False;en;spb;Nevsky Prospect;59.93246;30.34621;Nevsky’s Rooftop Secrets;Nevsky Prospect shines from below, but the real magic’s up top — rooftops spill St. Pete’s best views. Climb high, snap a shot, see the city unfold. These heights tell tales the streets can’t. Hit the roofs — grab a glimpse of something grand.;;;;fact;Rooftop tours are a local photography gem.;RT-0100;;"photography;urban"
SD-0107-EN;False;en;moscow;Sanduny Baths;55.76771;37.62136;Sanduny — Steam and Soul;Sanduny Baths have been steaming up Moscow for centuries — a classy dive into tradition where curtains hide whispered secrets. It’s more than a scrub; it’s a ritual. Step into the mist — feel the weight of history in every breath.;;;fact;Opened in 1808, it’s a cornerstone of banya culture.;RT-0100;;"tradition;wellness"
SD-0108-EN;False;en;moscow;Teatralny Proezd 2;55.76032;37.62081;Metropole’s Spy Whispers;At the Metropole Hotel, spies once sipped vodka and vanished into the night — its plush rooms hold tales too slick to tell. A haunt for the shadowy elite, it’s got a mystique that lingers. Peek inside — catch the echo of those cloak-and-dagger days.;;;;legend;Cold War rumors swirl around its gilded walls.;RT-0100;;"espionage;history"
QZ-0101-EN;True;en;moscow;Gorky Park;55.75244;37.61731;Moscow’s Green Heart;One park beats as Moscow’s cultural pulse through decades.;Which spot claims the title of the city’s soulful green retreat?;"Zaryadye modern marvel;Gorky Park timeless vibe;VDNKh expo giant;Sokolniki old charm";1;fact;Gorky Park’s been a leisure icon since 1928.;RT-0100;;"culture;quiz"
QZ-0102-EN;True;en;spb;Winter Palace;59.94001;30.31424;Hermitage Watchers;Silent sentinels roam the Winter Palace’s grand halls.;Who’s been guarding the Hermitage’s treasures on the down-low?;"Crows sky scouts;Cats stealth prowlers;Secret Police iron grip;Tourists curious crowd";1;legend;Cats have patrolled since the 18th century.;RT-0100;;"cats;legend"
SD-0101-CN;False;cn;moscow;老阿尔巴特街12号;55.75278;37.61796;老巷诗韵;老阿尔巴特街12号的小巷如书页，藏着苏联时代的诗歌与低语。这里曾是诗人的角落，秘密的摇篮。石墙似在诉说旧时光的呢喃。走进巷中——仿佛听见当年的回声。;;;;fact;阿尔巴特巷弄是莫斯科历史的活化石。;RT-0100;;"历史;城市"
SD-0102-CN;False;cn;spb;大学堤岸17号;59.92810;30.35997;涅瓦守护者;大学堤岸17号，两尊埃及狮身人面像自19世纪起静立，守护涅瓦河畔。它们如古客，目光穿越千年，凝视城市。这对石像诉说着异域与本土的交融。凝视它们——你会感到时间的厚重。;;;;fact;1830年代运抵，来自3000年前的埃及。;RT-0100;;"文化;雕像"
SD-0103-CN;False;cn;spb;宫殿广场;59.93887;30.31578;白夜幻影;夏日白夜，宫殿广场似有沙皇的影子悄然掠过。市民低语，这片空地藏着旧日的魂魄。夜色不浓，却满是神秘的气息。驻足此地——你会否瞥见那逝去的荣光?;;;;legend;白夜传说为广场蒙上奇幻色彩。;RT-0100;;"传说;文化"
SD-0104-CN;False;cn;moscow;共青团站;55.75688;37.62120;地铁艺术殿;共青团地铁站不仅是通道，更是艺术的殿堂。壁画如诗，镶嵌于穹顶，述说城市的光辉。这里的每一砖都带着灵魂。漫步站内——仿佛走进画卷与音符之中。;;;;fact;建于1952年，是地铁艺术的巅峰之作。;RT-0100;;"艺术;交通"
SD-0105-CN;False;cn;moscow;恋人桥;55.74493;37.60315;锁住的誓言;恋人桥横跨莫斯科河，情侣在此挂上同心锁，祈愿永恒。铁栏上锁链叮当作响，如爱情的低吟。这桥承载着无数心愿。走过桥面——你会否听见爱的轻诉?;;;;legend;锁桥习俗寄托了浪漫与希望。;RT-0100;;"浪漫;民俗"
SD-0106-CN;False;cn;moscow;音乐学院;55.76499;37.60583;柴氏乐魂;莫斯科音乐学院曾是柴可夫斯基灵感的沃土，他在此谱写交响传奇。琴声悠扬，墙壁仿佛铭刻着他的天才。这殿堂孕育了不朽之音。伫立此处——耳边似有乐章回荡。;;;;fact;柴可夫斯基在此奠定音乐巨匠之名。;RT-0100;柴可夫斯基;"音乐;文化"
SD-0107-CN;False;cn;spb;彼得保罗要塞;59.95018;30.31827;彼得日记—要塞之谜;传说彼得大帝的秘密日记藏于彼得保罗要塞的厚墙深处，至今无人觅得。它如幽灵，隐于石缝，等待揭秘之人。这座堡垒似在低语他的往事。伫立此处——你会否感到历史的呼唤?;;;;legend;日记之说为要塞蒙上神秘面纱。;RT-0100;彼得一世;"传说;神秘"
SD-0108-CN;False;cn;moscow;新阿尔巴特街;55.75223;37.58580;苏联味蕾的重生;新阿尔巴特街上，红菜汤、饺子与鱼子酱卷土重来，唤醒旧时光的滋味。这些佳肴如老友，带着苏联的温暖回归。街头飘香，令人垂涎。走过此地——你会否品尝到历史的余韵?;;;;fact;传统美食在21世纪重获新生。;RT-0100;;"美食;历史"
QZ-0101-CN;True;cn;moscow;红场;55.75091;37.62280;莫斯科之核;莫斯科有个地方，承载着它的灵魂与荣光。;以下何处被誉为莫斯科的中心?;"特维尔街，繁华之道;红场，历史之冠;列宁山，高远之巅;普希金广场，诗意之隅";1;fact;红场自古是俄国的心脏与象征。;RT-0100;;"文化;问答"
QZ-0102-CN;True;cn;spb;宫殿广场;59.93927;30.31501;白夜之名;白夜中的宫殿广场笼罩着奇幻的光辉。;在白夜里，圣彼得堡被称作什么?;"冰雪王国，寒光闪烁;永不落幕的剧院，戏梦人生;午夜阳光之城，日夜交融;水上皇宫，波光潋滟";2;legend;“午夜阳光之城”是白夜的浪漫别称。;RT-0100;;"城市;传说"
SD-0109-RU;False;ru;moscow;Зарядье парк;55.75255;37.62828;Зарядье — окно в завтра;Парк Зарядье — не просто зелень, а смелый взгляд в будущее: мост-лепесток парит над рекой, стеклянный купол ловит небо, а ландшафты России шепчут о просторах. Это архитектурный танец времени. Пройдись тут — и вдохни гениальность замысла.;;;;fact;Открыт в 2017 году как урбанистический шедевр.;RT-0100;;"урбанистика;ландшафт"
SD-0110-RU;False;ru;moscow;Таганская площадь;55.74189;37.65379;Бункер-42 — тень войны;Под Таганской площадью затаился «Бункер-42» — некогда секретный оплот холодной войны, ныне подземный музей. Его коридоры хранят эхо былых тревог. Спустись вниз — и прикоснись к истории, что пряталась в тени.;;;;fact;Построен в 1950-х для защиты от ядерной угрозы.;RT-0100;;"история;музей"
SD-0111-RU;False;ru;spb;Садовая улица;59.92337;30.32199;Аптекарский огород — сад исцеления;На Садовой улице в XVIII веке расцвёл Аптекарский огород — уголок, где травы для госпиталей и армии шептались с ветром. Сегодня это тихая обитель ботаники, дышащая стариной. Загляни сюда — и вдохни аромат былых времён.;;;;fact;Основан в 1714 году по указу Петра I.;RT-0100;;"медицина;природа"
SD-0112-RU;False;ru;spb;Александровский парк;59.95554;30.31791;Павлины Александровского;В Александровском парке, у стен Петропавловки, павлины гуляют в тени истории, распуская хвосты, как веера былых эпох. Зоопарк хранит их гордую поступь. Пройдись рядом — и встреть этих живых стражей прошлого.;;;;fact;Павлины — редкие гости парка с XIX века.;RT-0100;;"животные;парк"
SD-0113-RU;False;ru;moscow;Улица Солянка;55.75209;37.64235;Подземелья Солянки;Улица Солянка таит сеть подземных ходов — говорят, некоторые тянутся к Кремлю, унося тайны веков. Камни молчат, но слухи шепчут о прошлом. Спускаясь сюда — услышишь ли ты отголоски тех лабиринтов?;;;;legend;Подвалы — часть московских мифов.;RT-0100;;"легенда;археология"
SD-0114-RU;False;ru;spb;Малая Морская, 15;59.93321;30.30889;Дверь без ключа;На Малой Морской, 15, старая дверь не знает замка уже век — то ли суеверие жильцов, то ли промах мастера. Она стоит открытой, словно приглашая время войти. Загляни сюда — и реши, чья тайна её стережёт.;;;;legend;Дверь — загадка с XIX века.;RT-0020;;"мистика;архитектура"
SD-0115-RU;False;ru;moscow;Болотная площадь;55.74170;37.62866;Болотная — от эшафота к словам;На Болотной площади когда-то скрипели виселицы, провожая тени прошлого. Ныне здесь звучат голоса митингов, споры и надежды. Камни хранят смену эпох, суровую и живую. Остановись тут — и вдохни их немую память.;;;;fact;С XVI века площадь знала казни и бунты.;RT-0100;;"топонимика;социология"
SD-0116-RU;False;ru;spb;Греческий проспект;59.92654;30.34517;Греки на Неве;Греческий проспект шепчет о забытой общине XVIII века — греки, торгующие мехами и тканями, оставили след в его имени. Их шаги давно стихли, но названия хранят эхо. Пройдись вдоль — и найди отголоски их былой жизни.;;;;fact;Греки прибыли в Петербург при Петре I.;RT-0100;;"этнография;город"
QZ-0103-RU;True;ru;moscow;Зарядье парк;55.75293;37.62731;Знак грядущего;Парк Зарядье — не просто зелень, а вызов времени.;Что стало его гордой эмблемой, парящей над Москвой?;"Пруд с карпами зеркало воды;Парящий мост дерзкий изгиб;Кремлёвская башня страж веков;Смотровая вышка взгляд ввысь";1;fact;Парящий мост — шедевр 2017 года, символ дерзости.;RT-0100;;"архитектура;викторина"
QZ-0104-RU;True;ru;spb;Греческий проспект;59.92681;30.34392;След чужеземцев;Греческий проспект хранит память о давно ушедших жителях.;Какая народность вдохнула жизнь в эту улицу XVIII века?;"Итальянцы мастера камня;Немцы умельцы ремёсел;Греки гости с юга;Армяне хранители традиций";2;fact;Греки торговали здесь при Петре I.;RT-0100;;"этнография;викторина"
SD-0109-EN;False;en;moscow;Zaryadye Park;55.75281;37.62779;Zaryadye’s Skyward Leap;Zaryadye’s floating bridge isn’t just a lookout — it’s where tomorrow shakes hands with yesterday. Hovering over the river, it’s a slick nod to Moscow’s bold streak. Step onto it — feel the city’s past and future collide.;;;;fact;Unveiled in 2017, it’s an architectural stunner.;RT-0100;;"architecture;urban"
SD-0110-EN;False;en;moscow;Taganskaya Square;55.74122;37.65203;Bunker-42 — Cold War Depths;Beneath Taganskaya Square lurks Bunker-42, a relic built for nuclear doomsday, now a museum with a chill factor. Its tunnels whisper tales of a tense era. Duck underground — touch the edge of history’s shadow.;;;;fact;Dug out in the 1950s for Soviet survival.;RT-0100;;"military;history"
SD-0111-EN;False;en;spb;Aptekarsky Garden;59.92480;30.32087;Herbs of the Tsar;Aptekarsky Garden sprouted to grow healing herbs for Peter the Great’s troops — now it’s a peaceful patch of botanical grace. These beds once nursed empires. Wander through — breathe in the scent of history’s cure.;;;;fact;Kicked off in 1714 by Peter’s decree.;RT-0100;;"nature;medicine"
SD-0112-EN;False;en;spb;Alexander Park;59.95600;30.31812;Peacocks in the Park;In Alexander Park, peacocks strut near Peter and Paul Fortress, flashing feathers like royalty amid the green. They’re living echoes of a grand past. Stroll by — catch their regal dance.;;;;fact;Here since the 19th century, a zookeeper’s whim.;RT-0100;;"animals;park"
SD-0113-EN;False;en;moscow;Solyanka Street;55.75192;37.64297;Solyanka’s Secret Paths;Word is, Solyanka Street hides tunnels snaking toward the Kremlin — or maybe further. These stones tease with whispers of lost routes. Poke around — hear the hum of Moscow’s buried mysteries.;;;;legend;Old cellars fuel tales of underground webs.;RT-0100;;"mystery;underground"
SD-0114-EN;False;en;spb;Malaya Morskaya 15;59.93301;30.30920;The Ever-Open Door;At Malaya Morskaya 15, a wooden door’s stood unlocked for over a century — locals blame superstition, or maybe a carpenter’s slip. It’s an invitation time can’t resist. Pause here — wonder what keeps it ajar.;;;;legend;A quirky riddle since the 19th century.;RT-0020;;"architecture;urban legend"
SD-0115-EN;False;en;moscow;Bolotnaya Square;55.74193;37.62711;Bolotnaya — Echoes of Change;Once gallows loomed over Bolotnaya Square, now it’s a stage for protests and voices. Time’s flipped the script here, from grim ends to lively debates. Stand on these stones — feel history’s shift underfoot.;;;;fact;Executions date back to the 16th century.;RT-0100;;"society;toponymy"
SD-0116-EN;False;en;spb;Greek Avenue;59.92673;30.34442;Greek Avenue’s Lost Traders;Back in the 1700s, Greek merchants hustled furs and fabrics along this quiet stretch. Their legacy’s baked into the name, even if their footsteps faded. Wander down — catch a whiff of that old-world trade.;;;;fact;Greeks settled here under Peter the Great.;RT-0100;;"ethnography;history"
QZ-0103-EN;True;en;moscow;Zaryadye Park;55.75293;37.62849;Zaryadye’s Crown Jewel;Zaryadye Park boasts a standout feature that defines its bold spirit.;What’s the park’s architectural showstopper?;"Glass Dome sleek shelter;Floating Bridge sky dancer;Observation Tower high perch;Solar Pavilion sun catcher";1;fact;The floating bridge, opened in 2017, frames Moscow’s past and present.;RT-0100;;"architecture;quiz"
QZ-0104-EN;True;en;spb;Greek Avenue;59.92652;30.34361;Avenue of Ancestors;Greek Avenue whispers tales of a people who shaped it long ago.;Which group called this street home in the 18th century?;"Italians stone carvers;Germans craft kings;Greeks trade lords;Armenians silk weavers";2;fact;Greeks ran shops and homes here under Peter I.;RT-0100;;"ethnography;quiz"
SD-0109-CN;False;cn;moscow;扎里亚季耶公园;55.75289;37.62751;悬桥—时空交响;扎里亚季耶的悬浮桥不仅是景致，更是历史与未来的低语。它凌空而立，如诗悬于河上。这桥连接昨日与明日。踏上桥面——你会否听见岁月的和弦?;;;;fact;2017年落成，是城市的新地标。;RT-0100;;"建筑;城市"
SD-0110-CN;False;cn;moscow;塔甘卡广场;55.74110;37.65281;冷战暗影—42号地堡;塔甘卡广场下沉睡着“42号地堡”，曾是核战时的隐秘心脏，如今化作博物馆。它的深隧藏着冷战的气息。这片地下诉说无声的紧张。走进深处——你会感到历史的冰冷。;;;;fact;建于1950年代，守护苏联的秘密。;RT-0100;;"军事;历史"
SD-0111-CN;False;cn;spb;药剂师花园;59.92490;30.32108;草药帝国;药剂师花园曾为彼得大帝的军队培育治愈之草，如今化作宁静的绿洲。每一株植物都带着昔日的使命。这园如诗，诉说自然与人的契约。漫步其间——仿佛嗅到药香的往事。;;;;fact;1714年由彼得一世创立。;RT-0100;;"自然;医学"
SD-0112-CN;False;cn;spb;亚历山大公园;59.95584;30.31799;孔雀与古堡;亚历山大公园里，孔雀在彼得保罗要塞旁翩然起舞，羽毛如画映衬历史。它们是岁月的活泼注脚。这片园地融合优雅与野趣。走近一看——你会否为它们的华彩倾倒?;;;;fact;19世纪引入，增添公园风韵。;RT-0100;;"动物;公园"
SD-0113-CN;False;cn;moscow;索良卡街;55.75175;37.64279;地下之谜;索良卡街下据传藏着通往克里姆林宫的秘道，或许更远。它如迷宫，深埋于地，诱人探寻。这街石似在低语未解之谜。驻足此处——你会否听见地底的呼唤?;;;;legend;传说源于古老的地窖传说。;RT-0100;;"传说;地下"
SD-0114-CN;False;cn;spb;小海军街15号;59.93315;30.30929;永不闭的门;小海军街15号的木门百年未锁，似是居民的信念，或匠人的疏忽。它静立如哨，迎接着时光的脚步。这门藏着无声的秘密。凝视它——你会猜是何种魔力守护?;;;;legend;19世纪流传的奇闻至今未解。;RT-0020;;"城市传说;建筑"
SD-0115-CN;False;cn;moscow;沼泽广场;55.74196;37.62740;沼泽广场—从断头台到舞台;沼泽广场曾是绞刑架的肃杀之地，如今化作人民集会与艺术的天地。它如历史的长卷，书写着时代的更替。这片土地静诉变迁的诗篇。驻足此地——你会否听见过去的低鸣?;;;;fact;16世纪起见证 казни，后成现代论坛。;RT-0100;;"社会;地名"
SD-0116-CN;False;cn;spb;希腊大街;59.92662;30.34401;希腊街—商贾遗音;18世纪，希腊商人携皮毛与布匹在这希腊大街织就繁华。如今，喧嚣已逝，唯有街名低吟旧日故事。这条路如书，翻开历史的篇章。漫步其上——仿佛触及当年的交易。;;;;fact;希腊人在彼得一世时代留下足迹。;RT-0100;;"民族;历史"
QZ-0103-CN;True;cn;moscow;扎里亚季耶公园;55.75300;37.62822;建筑之魂;扎里亚季耶公园以一处奇景点亮城市的天际线。;它最具标志性的建筑是何物?;"玻璃穹顶，晶莹之庇;悬浮桥，天河之舞;观景塔，高远之眼;太阳展馆，光芒之殿";1;fact;悬浮桥于2017年问世，俯瞰莫斯科河如画卷。;RT-0100;;"建筑;问答"
QZ-0104-CN;True;cn;spb;希腊大街;59.92678;30.34371;古街故人;希腊大街藏着一段民族的记忆，穿越时光。;18世纪，谁在此街扎根，留下商贸的痕迹?;"意大利人，石艺之匠;德国人，技艺之师;希腊人，南风之客;亚美尼亚人，丝路之友";2;fact;希腊人在彼得一世时建起商肆与家园。;RT-0100;;"民族;问答"
SD-0117-CN;False;zh;spb;彼得保罗要塞;59.95018;30.31827;[F] 邓小平的彼得堡印迹;1920年代，邓小平曾在彼得格勒短暂停留，埋首革命理论的书海。这座要塞见证了他青春的思索，风雪中孕育未来的火光。伫立堡前——你会否听见那段激荡的回音?;;;;fact;1926年邓赴莫斯科途中经停彼得格勒。;RT-0100;邓小平;历史;中俄关系
SD-0118-CN;False;zh;spb;宫殿广场;59.93881;30.31579;[F] 宋庆龄的冬宫掠影;孙中山未曾踏足冬宫，但宋庆龄于1950年代到访，留下中俄情谊的优雅一瞥。她步入宫殿广场，如风过玉阶。这片土地铭记她的倩影。凝望宫墙——你会否忆起她的风华?;;;;fact;1952年宋庆龄访苏时游览冬宫。;RT-0100;宋庆龄;历史;文化交流
SD-0119-CN;False;zh;spb;大剧院广场1号;59.92504;30.29558;[F] 梅兰芳的梨园绝响;1935年，京剧大师梅兰芳在大剧院广场1号献艺，声动四座，观众如醉。📎趣闻：他以俄式蜂蜜润喉，高音清越，惊艳全场。这舞台铭刻他的传奇。驻足此地——你会否听见那悠扬余韵?;;;;fact;梅兰芳1935年访苏演出震动彼得堡。;RT-0100;梅兰芳;表演艺术;文化交流
SD-0120-CN;False;zh;spb;涅瓦大街28号;59.93248;30.34610;[F] 成龙的书肆笑颜;2000年代，成龙漫步圣彼得堡，在涅瓦大街28号书店与粉丝相会，笑容温暖如春。他留下一抹亲切的东方风采。这书肆藏着他的足迹。走入其中——你会否感受到那份欢乐?;;;;fact;成龙2000年代访俄留下温馨瞬间。;RT-0100;成龙;电影;城市漫步
SD-0121-CN;False;zh;spb;涅瓦大街60号;59.93477;30.34490;[F] 巩俐的光影风潮;90年代，巩俐主演的电影在“Аврора”影院首映，掀起观影热浪。她的银幕身影如星，照亮彼得堡的夜空。这影院见证了她的辉煌。凝视此处——你会否忆起那片掌声?;;;;fact;巩俐影片90年代在俄引发轰动。;RT-0100;巩俐;电影;中俄文化
SD-0122-CN;False;zh;spb;莫伊卡河堤岸12号;59.93405;30.31761;[L] 关羽的忠魂显灵;传说武圣关羽曾于莫伊卡河堤岸12号显灵，激励一诗人挥毫忠义之作。📎注：诗人或受京剧启迪，梦中得神助。这河畔似藏武圣之气。伫立河边——你会否感其凛然正气?;;;;legend;传说或源于京剧文化影响。;RT-0020;关羽;传说;忠义
SD-0123-CN;False;zh;spb;阿芙乐尔号巡洋舰;59.95579;30.33743;[L] 郑和的航海幻梦;一位中国水手梦见郑和驾舰而来，预言“阿芙乐尔”号将声震四海。船身静卧，似与古航海家低语。这舰铭刻奇幻一梦。凝视甲板——你会否听见海浪的预言?;;;;legend;梦境象征中俄航海精神的共鸣。;RT-0020;郑和;航海;传说
